No,REQ,req version,Detection Verified in spec,all table verified,Failure Familly, related,Failure type,Failure severity,SAFETY RELEVANT ?,Defect Name,Description,Monitored Data,DataFiltering / DataConsitency Mechanism,Defect running condition,Defect Frozen condition,Defect Stop condition,Defect Protection,PAR_EnumDefectDetectionType,Defect Detection Condition,No detect condition,PAR_[Defect_Name]_InitialState,Defect filtering CounterHi,Defect Filtering CounterLo,PAR_[Defect_Name]_Increment,PAR_[Defect_Name]_Decrement,[Defect_Name]_DefectEvaluationPeriod (ms),Typical comfirmation time (ms) information only,Typical time to deconfirm (ms) information only,Function inhibition management,PAR_[Defect_Name]_Reversibility,Defect reporting,Defect logging,PAR_[Defect_Name]_RetryAuthorization,PAR_[Defect_Name]_Reinitialize,Defect retry condition,PAR_[Defect_Name]_NbrOfEvalPeriodBtwRetries,Delay between retries,PAR_[Defect_Name]_NbrMaxRetry,PAR_[Defect_Name]_NbrOfEvalPeriodMaxInRetryPreparation,Max delay in retry preparation,PAR_[DefectName]_DiagnosticSupressionNumberOfPeriods,Defect retry action,Defect retry counter init,Defect retry succeed counter value,Defect retry failed counter value,Defect retry increment,Defect retry decrement,Defect supression time (ms),commentaire
38.0,LAMP_ECU_DEF_38,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LED_TEMPSENSOR_Func9,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent

AND
 diagnostic supression time has elapsed",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolNtcFailOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolNtcFailOut_Func_X=FALSE),DEF_LED_TEMPSENSOR_Func9_absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
38.0,LAMP_ECU_DEF_38,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LED_TEMPSENSOR_Func10,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent

AND
 diagnostic supression time has elapsed",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolNtcFailOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolNtcFailOut_Func_X=FALSE),DEF_LED_TEMPSENSOR_Func10_absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
38.0,LAMP_ECU_DEF_38,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LED_TEMPSENSOR_Func11,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent

AND
 diagnostic supression time has elapsed",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolNtcFailOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolNtcFailOut_Func_X=FALSE),DEF_LED_TEMPSENSOR_Func11_absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
38.0,LAMP_ECU_DEF_38,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LED_TEMPSENSOR_Func12,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent

AND
 diagnostic supression time has elapsed",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolNtcFailOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolNtcFailOut_Func_X=FALSE),DEF_LED_TEMPSENSOR_Func12_absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
38.0,LAMP_ECU_DEF_38,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LED_TEMPSENSOR_Func13,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent

AND
 diagnostic supression time has elapsed",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolNtcFailOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolNtcFailOut_Func_X=FALSE),DEF_LED_TEMPSENSOR_Func13_absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
38.0,LAMP_ECU_DEF_38,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LED_TEMPSENSOR_Func14,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent

AND
 diagnostic supression time has elapsed",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolNtcFailOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolNtcFailOut_Func_X=FALSE),DEF_LED_TEMPSENSOR_Func14_absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
38.0,LAMP_ECU_DEF_38,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LED_TEMPSENSOR_Func15,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent

AND
 diagnostic supression time has elapsed",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolNtcFailOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolNtcFailOut_Func_X=FALSE),DEF_LED_TEMPSENSOR_Func15_absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45.0,LAMP_ECU_DEF_45,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LedThermalShutdown_Func1,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
DEF_LED_TEMPSENSOR_Func_X= FALSE",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolLedThermalShutdownOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolLedThermalShutdownOut_Func_X=FALSE),DEF_LedThermalShutdown_Func1_Absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45.0,LAMP_ECU_DEF_45,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LedThermalShutdown_Func2,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
DEF_LED_TEMPSENSOR_Func_X= FALSE",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolLedThermalShutdownOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolLedThermalShutdownOut_Func_X=FALSE),DEF_LedThermalShutdown_Func2_Absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45.0,LAMP_ECU_DEF_45,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LedThermalShutdown_Func3,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
DEF_LED_TEMPSENSOR_Func_X= FALSE",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolLedThermalShutdownOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolLedThermalShutdownOut_Func_X=FALSE),DEF_LedThermalShutdown_Func3_Absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45.0,LAMP_ECU_DEF_45,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LedThermalShutdown_Func4,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
DEF_LED_TEMPSENSOR_Func_X= FALSE",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolLedThermalShutdownOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolLedThermalShutdownOut_Func_X=FALSE),DEF_LedThermalShutdown_Func4_Absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45.0,LAMP_ECU_DEF_45,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LedThermalShutdown_Func5,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
DEF_LED_TEMPSENSOR_Func_X= FALSE",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolLedThermalShutdownOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolLedThermalShutdownOut_Func_X=FALSE),DEF_LedThermalShutdown_Func5_Absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45.0,LAMP_ECU_DEF_45,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LedThermalShutdown_Func6,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
DEF_LED_TEMPSENSOR_Func_X= FALSE",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolLedThermalShutdownOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolLedThermalShutdownOut_Func_X=FALSE),DEF_LedThermalShutdown_Func6_Absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45.0,LAMP_ECU_DEF_45,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LedThermalShutdown_Func7,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
DEF_LED_TEMPSENSOR_Func_X= FALSE",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolLedThermalShutdownOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolLedThermalShutdownOut_Func_X=FALSE),DEF_LedThermalShutdown_Func7_Absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45.0,LAMP_ECU_DEF_45,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LedThermalShutdown_Func8,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
DEF_LED_TEMPSENSOR_Func_X= FALSE",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolLedThermalShutdownOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolLedThermalShutdownOut_Func_X=FALSE),DEF_LedThermalShutdown_Func8_Absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45.0,LAMP_ECU_DEF_45,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LedThermalShutdown_Func9,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
DEF_LED_TEMPSENSOR_Func_X= FALSE",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolLedThermalShutdownOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolLedThermalShutdownOut_Func_X=FALSE),DEF_LedThermalShutdown_Func9_Absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45.0,LAMP_ECU_DEF_45,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LedThermalShutdown_Func10,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
DEF_LED_TEMPSENSOR_Func_X= FALSE",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolLedThermalShutdownOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolLedThermalShutdownOut_Func_X=FALSE),DEF_LedThermalShutdown_Func10_Absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45.0,LAMP_ECU_DEF_45,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LedThermalShutdown_Func11,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
DEF_LED_TEMPSENSOR_Func_X= FALSE",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolLedThermalShutdownOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolLedThermalShutdownOut_Func_X=FALSE),DEF_LedThermalShutdown_Func11_Absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45.0,LAMP_ECU_DEF_45,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LedThermalShutdown_Func12,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
DEF_LED_TEMPSENSOR_Func_X= FALSE",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolLedThermalShutdownOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolLedThermalShutdownOut_Func_X=FALSE),DEF_LedThermalShutdown_Func12_Absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45.0,LAMP_ECU_DEF_45,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LedThermalShutdown_Func13,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
DEF_LED_TEMPSENSOR_Func_X= FALSE",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolLedThermalShutdownOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolLedThermalShutdownOut_Func_X=FALSE),DEF_LedThermalShutdown_Func13_Absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45.0,LAMP_ECU_DEF_45,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LedThermalShutdown_Func14,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
DEF_LED_TEMPSENSOR_Func_X= FALSE",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolLedThermalShutdownOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolLedThermalShutdownOut_Func_X=FALSE),DEF_LedThermalShutdown_Func14_Absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
45.0,LAMP_ECU_DEF_45,1.0,F_BIN_NTC_Allocation,YES,,,,Degraded function,Safety relevant,DEF_LedThermalShutdown_Func15,The Temeprature sensor for Func X returns a Temperature out of range values,temperature value,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
DEF_LED_TEMPSENSOR_Func_X= FALSE",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,2D,Temp failure from thermal(BNA_BoolLedThermalShutdownOut_Func_X=TRUE),Temp in the range Max temp / Min temp(BNA_BoolLedThermalShutdownOut_Func_X=FALSE),DEF_LedThermalShutdown_Func15_Absent,960.0,-1024.0,1.0,2.0,10.0,9600.0,9920.0,force LEDOUT derating,1,"Functionnal failure flag of the function linked to this LED temperature 
if possible",DTC for LEDOUT temperature ,0.0,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,
52.0,LAMP_ECU_DEF_52,1.0,F_Function_Distribution_And_Activation_Management,YES,,,,Degraded function,Safety relevant,DEF_Mlc_LED_OCSC_Out1,This output contains the all the function control by the MLC open circuit or short circuit defect validated flag for LED Outs,MLC data,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,1D,All Function control by MLC alocated at the Out is defected,The case other than defect detected,DEF_Mlc_LED_OCSC_Out1_Absent,960.0,-1024.0,10.0,2048.0,10.0,960.0,10.0,force LEDOUT derating,0,Functionnal failure flag of the function linked to this LEDOUT X,DTC of this channel function,1.0,0.0,"DEF_Driver_ELEC_UV_absent     
and   
DEF_Driver_ELEC_OV_absent     
and   
Boost is not  defective   
and     
DEF_Driver_ELEC_RANGEREADYNESS_absent ",500,5000,3,500,5000,3,,,,,,,,
53.0,LAMP_ECU_DEF_53,1.0,F_Function_Distribution_And_Activation_Management,YES,,,,Degraded function,Safety relevant,DEF_Mlc_LED_OCSC_Out2,This output contains the all the function control by the MLC open circuit or short circuit defect validated flag for LED Outs,MLC data,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,1D,All Function control by MLC alocated at the Out is defected,The case other than defect detected,DEF_Mlc_LED_OCSC_Out2_Absent,960.0,-1024.0,10.0,2048.0,10.0,960.0,10.0,force LEDOUT derating,0,Functionnal failure flag of the function linked to this LEDOUT X,DTC of this channel function,1.0,0.0,"DEF_Driver_ELEC_UV_absent     
and   
DEF_Driver_ELEC_OV_absent     
and   
Boost is not  defective   
and     
DEF_Driver_ELEC_RANGEREADYNESS_absent ",500,5000,3,500,5000,3,,,,,,,,
54.0,LAMP_ECU_DEF_54,1.0,F_Function_Distribution_And_Activation_Management,YES,,,,Degraded function,Safety relevant,DEF_Mlc_LED_OCSC_Out3,This output contains the all the function control by the MLC open circuit or short circuit defect validated flag for LED Outs,MLC data,mean on 8 samples,"Condition_GENERAL_UV_OV  AND DEF_Driver_ELEC_RANGEREADINESS_absent
AND
 LEDOUT X is activated
AND
 diagnostic supression time has elapsed
AND
ECUB_voltage_Range_ 8V_ to_18V",Never,"Condition_GENERAL_UV_OV  _present OR DEF_Driver_ELEC_RANGEREADINESS_confirmed
OR
Diagnostic supression time has not elapsed
OR
LEDOUT X is Deactivated""",HW,1D,All Function control by MLC alocated at the Out is defected,The case other than defect detected,DEF_Mlc_LED_OCSC_Out3_Absent,960.0,-1024.0,10.0,2048.0,10.0,960.0,10.0,force LEDOUT derating,0,Functionnal failure flag of the function linked to this LEDOUT X,DTC of this channel function,1.0,0.0,"DEF_Driver_ELEC_UV_absent     
and   
DEF_Driver_ELEC_OV_absent     
and   
Boost is not  defective   
and     
DEF_Driver_ELEC_RANGEREADYNESS_absent ",500,5000,3,500,5000,3,,,,,,,,
